(487.5 468.75), (506.25 487.5)
(478.125 459.375), (487.5 468.75)
(468.75 468.75), (487.5 487.5)
(487.5 459.375), (496.875 468.75)
(506.25 468.75), (525 487.5)
(487.5 487.5), (525 525)
