(562.5 93.75), (581.25 112.5)
(525 75), (562.5 112.5)
(562.5 75), (581.25 93.75)
(581.25 93.75), (590.625 103.125)
(581.25 103.125), (590.625 112.5)
(562.5 112.5), (581.25 131.25)
(581.25 112.5), (590.625 121.875)
