(581.25 421.875), (590.625 431.25)
(571.875 412.5), (581.25 421.875)
(571.875 421.875), (581.25 431.25)
(581.25 412.5), (590.625 421.875)
(590.625 421.875), (600 431.25)
(581.25 431.25), (590.625 440.625)
(590.625 431.25), (600 440.625)
