(140.625 515.625), (150 525)
(131.25 506.25), (140.625 515.625)
(140.625 506.25), (150 515.625)
(131.25 515.625), (140.625 525)
(140.625 525), (150 534.375)
(150 515.625), (159.375 525)
(150 525), (159.375 534.375)
