(178.125 131.25), (187.5 140.625)
(168.75 112.5), (187.5 131.25)
(168.75 131.25), (178.125 140.625)
(178.125 140.625), (187.5 150)
(187.5 131.25), (196.875 140.625)
(187.5 140.625), (196.875 150)
