(112.5 562.5), (131.25 581.25)
(75 525), (112.5 562.5)
(112.5 543.75), (131.25 562.5)
(93.75 562.5), (112.5 581.25)
(131.25 562.5), (140.625 571.875)
(131.25 571.875), (140.625 581.25)
(121.875 581.25), (131.25 590.625)
(131.25 581.25), (140.625 590.625)
