(131.25 487.5), (140.625 496.875)
(112.5 468.75), (131.25 487.5)
(131.25 478.125), (140.625 487.5)
(112.5 487.5), (131.25 506.25)
(140.625 487.5), (150 496.875)
(131.25 496.875), (140.625 506.25)
(140.625 496.875), (150 506.25)
