(140.625 281.25), (150 290.625)
(131.25 262.5), (150 281.25)
(131.25 281.25), (140.625 290.625)
(140.625 290.625), (150 300)
(150 281.25), (159.375 290.625)
(150 290.625), (159.375 300)
