(9.375 356.25), (18.75 365.625)
(0 346.875), (9.375 356.25)
(9.375 346.875), (18.75 356.25)
(0 356.25), (9.375 365.625)
(9.375 365.625), (18.75 375)
(18.75 356.25), (37.5 375)
