(131.25 328.125), (140.625 337.5)
(112.5 318.75), (131.25 337.5)
(131.25 318.75), (140.625 328.125)
(140.625 328.125), (150 337.5)
(131.25 337.5), (140.625 346.875)
(140.625 337.5), (150 346.875)
