(403.125 253.125), (412.5 262.5)
(393.75 243.75), (403.125 253.125)
(403.125 243.75), (412.5 253.125)
(393.75 253.125), (403.125 262.5)
(412.5 225), (450 262.5)
(393.75 262.5), (412.5 281.25)
(412.5 262.5), (450 300)
