(562.5 262.5), (581.25 281.25)
(525 225), (562.5 262.5)
(562.5 243.75), (581.25 262.5)
(525 262.5), (562.5 300)
(581.25 262.5), (590.625 271.875)
(581.25 271.875), (590.625 281.25)
(562.5 281.25), (581.25 300)
(581.25 281.25), (590.625 290.625)
