(300 225), (309.375 234.375)
(225 150), (300 225)
(290.625 225), (300 234.375)
(300 150), (375 225)
(309.375 225), (318.75 234.375)
(300 234.375), (309.375 243.75)
(309.375 234.375), (318.75 243.75)
