(140.625 375), (150 384.375)
(131.25 365.625), (140.625 375)
(140.625 365.625), (150 375)
(131.25 375), (140.625 384.375)
(140.625 384.375), (150 393.75)
(150 375), (159.375 384.375)
(150 384.375), (159.375 393.75)
