(571.875 450), (581.25 459.375)
(562.5 431.25), (581.25 450)
(562.5 450), (571.875 459.375)
(571.875 459.375), (581.25 468.75)
(581.25 450), (590.625 459.375)
(581.25 459.375), (590.625 468.75)
