(356.25 478.125), (365.625 487.5)
(337.5 468.75), (356.25 487.5)
(356.25 468.75), (365.625 478.125)
(365.625 478.125), (375 487.5)
(356.25 487.5), (365.625 496.875)
(365.625 487.5), (375 496.875)
