(215.625 140.625), (225 150)
(206.25 131.25), (215.625 140.625)
(215.625 131.25), (225 140.625)
(206.25 140.625), (215.625 150)
(225 140.625), (234.375 150)
(150 150), (225 225)
(225 150), (300 225)
