(581.25 562.5), (590.625 571.875)
(562.5 543.75), (581.25 562.5)
(581.25 553.125), (590.625 562.5)
(562.5 562.5), (581.25 581.25)
(590.625 562.5), (600 571.875)
(581.25 571.875), (590.625 581.25)
(590.625 571.875), (600 581.25)
