(9.375 571.875), (18.75 581.25)
(0 562.5), (9.375 571.875)
(9.375 562.5), (18.75 571.875)
(0 571.875), (9.375 581.25)
(18.75 562.5), (37.5 581.25)
(9.375 581.25), (18.75 590.625)
(18.75 581.25), (28.125 590.625)
