(543.75 468.75), (562.5 487.5)
(534.375 459.375), (543.75 468.75)
(543.75 459.375), (553.125 468.75)
(525 468.75), (543.75 487.5)
(562.5 468.75), (581.25 487.5)
(525 487.5), (562.5 525)
(562.5 487.5), (581.25 506.25)
