(159.375 543.75), (168.75 553.125)
(150 534.375), (159.375 543.75)
(159.375 534.375), (168.75 543.75)
(150 543.75), (159.375 553.125)
(159.375 553.125), (168.75 562.5)
(168.75 543.75), (187.5 562.5)
