(506.25 581.25), (515.625 590.625)
(487.5 562.5), (506.25 581.25)
(506.25 562.5), (525 581.25)
(496.875 581.25), (506.25 590.625)
(515.625 581.25), (525 590.625)
(506.25 590.625), (515.625 600)
(515.625 590.625), (525 600)
