(478.125 412.5), (487.5 421.875)
(450 375), (487.5 412.5)
(468.75 412.5), (478.125 421.875)
(478.125 421.875), (487.5 431.25)
(487.5 412.5), (496.875 421.875)
(487.5 421.875), (496.875 431.25)
