(159.375 571.875), (168.75 581.25)
(150 562.5), (159.375 571.875)
(159.375 562.5), (168.75 571.875)
(150 571.875), (159.375 581.25)
(168.75 562.5), (187.5 581.25)
(159.375 581.25), (168.75 590.625)
(168.75 581.25), (178.125 590.625)
