(543.75 459.375), (553.125 468.75)
(534.375 450), (543.75 459.375)
(534.375 459.375), (543.75 468.75)
(543.75 450), (553.125 459.375)
(553.125 459.375), (562.5 468.75)
(543.75 468.75), (562.5 487.5)
