(150 571.875), (159.375 581.25)
(140.625 562.5), (150 571.875)
(140.625 571.875), (150 581.25)
(150 562.5), (159.375 571.875)
(159.375 571.875), (168.75 581.25)
(150 581.25), (159.375 590.625)
(159.375 581.25), (168.75 590.625)
