(375 450), (450 525)
(365.625 440.625), (375 450)
(375 375), (450 450)
(365.625 450), (375 459.375)
(365.625 459.375), (375 468.75)
(365.625 468.75), (375 478.125)
(365.625 478.125), (375 487.5)
(365.625 487.5), (375 496.875)
(365.625 496.875), (375 506.25)
(365.625 506.25), (375 515.625)
(365.625 515.625), (375 525)
(412.5 525), (450 562.5)
(450 450), (459.375 459.375)
(450 459.375), (459.375 468.75)
(450 468.75), (468.75 487.5)
(450 487.5), (487.5 525)
(450 525), (487.5 562.5)
