(9.375 384.375), (18.75 393.75)
(0 375), (9.375 384.375)
(9.375 375), (18.75 384.375)
(0 384.375), (9.375 393.75)
(18.75 375), (37.5 393.75)
(9.375 393.75), (18.75 403.125)
(18.75 393.75), (37.5 412.5)
