(412.5 562.5), (431.25 581.25)
(375 525), (412.5 562.5)
(412.5 525), (450 562.5)
(393.75 562.5), (412.5 581.25)
(431.25 562.5), (450 581.25)
(421.875 581.25), (431.25 590.625)
(431.25 581.25), (440.625 590.625)
