(525 421.875), (534.375 431.25)
(515.625 412.5), (525 421.875)
(515.625 421.875), (525 431.25)
(525 412.5), (534.375 421.875)
(534.375 421.875), (543.75 431.25)
(525 431.25), (543.75 450)
