(112.5 487.5), (131.25 506.25)
(75 450), (112.5 487.5)
(112.5 468.75), (131.25 487.5)
(75 487.5), (112.5 525)
(131.25 487.5), (140.625 496.875)
(131.25 496.875), (140.625 506.25)
(112.5 506.25), (131.25 525)
(131.25 506.25), (140.625 515.625)
