(562.5 459.375), (571.875 468.75)
(553.125 450), (562.5 459.375)
(553.125 459.375), (562.5 468.75)
(562.5 450), (571.875 459.375)
(571.875 459.375), (581.25 468.75)
(562.5 468.75), (581.25 487.5)
