(581.25 346.875), (590.625 356.25)
(562.5 337.5), (581.25 356.25)
(581.25 337.5), (590.625 346.875)
(590.625 346.875), (600 356.25)
(581.25 356.25), (590.625 365.625)
(590.625 356.25), (600 365.625)
