(571.875 421.875), (581.25 431.25)
(562.5 412.5), (571.875 421.875)
(571.875 412.5), (581.25 421.875)
(562.5 421.875), (571.875 431.25)
(581.25 421.875), (590.625 431.25)
(562.5 431.25), (581.25 450)
(581.25 431.25), (590.625 440.625)
