(496.875 459.375), (506.25 468.75)
(487.5 450), (496.875 459.375)
(496.875 450), (506.25 459.375)
(487.5 459.375), (496.875 468.75)
(506.25 459.375), (515.625 468.75)
(487.5 468.75), (506.25 487.5)
(506.25 468.75), (525 487.5)
