(562.5 543.75), (581.25 562.5)
(525 525), (562.5 562.5)
(562.5 525), (581.25 543.75)
(581.25 543.75), (590.625 553.125)
(581.25 553.125), (590.625 562.5)
(562.5 562.5), (581.25 581.25)
(581.25 562.5), (590.625 571.875)
