(150 375), (159.375 384.375)
(140.625 365.625), (150 375)
(140.625 375), (150 384.375)
(150 365.625), (159.375 375)
(159.375 375), (168.75 384.375)
(150 384.375), (159.375 393.75)
(159.375 384.375), (168.75 393.75)
