(562.5 112.5), (581.25 131.25)
(525 75), (562.5 112.5)
(562.5 93.75), (581.25 112.5)
(525 112.5), (562.5 150)
(581.25 112.5), (590.625 121.875)
(581.25 121.875), (590.625 131.25)
(562.5 131.25), (581.25 150)
(581.25 131.25), (590.625 140.625)
