(168.75 562.5), (187.5 581.25)
(159.375 553.125), (168.75 562.5)
(168.75 543.75), (187.5 562.5)
(159.375 562.5), (168.75 571.875)
(159.375 571.875), (168.75 581.25)
(178.125 581.25), (187.5 590.625)
(187.5 562.5), (206.25 581.25)
(187.5 581.25), (196.875 590.625)
