(543.75 562.5), (562.5 581.25)
(525 525), (562.5 562.5)
(525 562.5), (543.75 581.25)
(553.125 581.25), (562.5 590.625)
(562.5 562.5), (581.25 581.25)
(562.5 581.25), (571.875 590.625)
