(131.25 468.75), (140.625 478.125)
(112.5 450), (131.25 468.75)
(131.25 459.375), (140.625 468.75)
(112.5 468.75), (131.25 487.5)
(140.625 468.75), (150 478.125)
(131.25 478.125), (140.625 487.5)
(140.625 478.125), (150 487.5)
