(187.5 562.5), (206.25 581.25)
(168.75 543.75), (187.5 562.5)
(187.5 525), (225 562.5)
(168.75 562.5), (187.5 581.25)
(206.25 562.5), (225 581.25)
(196.875 581.25), (206.25 590.625)
(206.25 581.25), (215.625 590.625)
