(412.5 581.25), (421.875 590.625)
(393.75 562.5), (412.5 581.25)
(403.125 581.25), (412.5 590.625)
(412.5 562.5), (431.25 581.25)
(421.875 581.25), (431.25 590.625)
(412.5 590.625), (421.875 600)
(421.875 590.625), (431.25 600)
