(112.5 393.75), (131.25 412.5)
(75 375), (112.5 412.5)
(112.5 375), (131.25 393.75)
(131.25 393.75), (140.625 403.125)
(131.25 403.125), (140.625 412.5)
(112.5 412.5), (131.25 431.25)
(131.25 412.5), (140.625 421.875)
