(150 384.375), (159.375 393.75)
(140.625 375), (150 384.375)
(140.625 384.375), (150 393.75)
(150 375), (159.375 384.375)
(159.375 384.375), (168.75 393.75)
(150 393.75), (159.375 403.125)
(159.375 393.75), (168.75 403.125)
