(496.875 9.375), (506.25 18.75)
(487.5 0), (496.875 9.375)
(496.875 0), (506.25 9.375)
(487.5 9.375), (496.875 18.75)
(506.25 9.375), (515.625 18.75)
(487.5 18.75), (506.25 37.5)
(506.25 18.75), (525 37.5)
