(384.375 281.25), (393.75 290.625)
(375 271.875), (384.375 281.25)
(384.375 271.875), (393.75 281.25)
(375 281.25), (384.375 290.625)
(384.375 290.625), (393.75 300)
(393.75 281.25), (412.5 300)
