(178.125 9.375), (187.5 18.75)
(168.75 0), (178.125 9.375)
(178.125 0), (187.5 9.375)
(168.75 9.375), (178.125 18.75)
(168.75 18.75), (187.5 37.5)
(187.5 9.375), (196.875 18.75)
(187.5 18.75), (206.25 37.5)
