(506.25 459.375), (515.625 468.75)
(496.875 450), (506.25 459.375)
(496.875 459.375), (506.25 468.75)
(506.25 450), (515.625 459.375)
(515.625 459.375), (525 468.75)
(506.25 468.75), (525 487.5)
