(384.375 187.5), (393.75 196.875)
(375 178.125), (384.375 187.5)
(384.375 178.125), (393.75 187.5)
(375 187.5), (384.375 196.875)
(384.375 196.875), (393.75 206.25)
(393.75 187.5), (403.125 196.875)
(393.75 196.875), (403.125 206.25)
