(9.375 196.875), (18.75 206.25)
(0 187.5), (9.375 196.875)
(9.375 187.5), (18.75 196.875)
(0 196.875), (9.375 206.25)
(18.75 187.5), (37.5 206.25)
(9.375 206.25), (18.75 215.625)
(18.75 206.25), (37.5 225)
