(262.5 562.5), (281.25 581.25)
(225 525), (262.5 562.5)
(262.5 525), (300 562.5)
(243.75 562.5), (262.5 581.25)
(281.25 562.5), (300 581.25)
(271.875 581.25), (281.25 590.625)
(281.25 581.25), (290.625 590.625)
