(9.375 84.375), (18.75 93.75)
(0 75), (9.375 84.375)
(9.375 75), (18.75 84.375)
(0 84.375), (9.375 93.75)
(18.75 75), (37.5 93.75)
(9.375 93.75), (18.75 103.125)
(18.75 93.75), (37.5 112.5)
