(18.75 150), (37.5 168.75)
(9.375 140.625), (18.75 150)
(18.75 131.25), (37.5 150)
(9.375 150), (18.75 159.375)
(9.375 159.375), (18.75 168.75)
(18.75 168.75), (37.5 187.5)
(37.5 150), (75 187.5)
