(356.25 431.25), (365.625 440.625)
(346.875 421.875), (356.25 431.25)
(356.25 421.875), (365.625 431.25)
(337.5 431.25), (356.25 450)
(365.625 431.25), (375 440.625)
(356.25 440.625), (365.625 450)
(365.625 440.625), (375 450)
