(46.875 9.375), (56.25 18.75)
(37.5 0), (46.875 9.375)
(46.875 0), (56.25 9.375)
(37.5 9.375), (46.875 18.75)
(56.25 9.375), (65.625 18.75)
(37.5 18.75), (56.25 37.5)
(56.25 18.75), (75 37.5)
