(346.875 309.375), (356.25 318.75)
(337.5 300), (346.875 309.375)
(346.875 300), (356.25 309.375)
(337.5 309.375), (346.875 318.75)
(356.25 309.375), (365.625 318.75)
(337.5 318.75), (356.25 337.5)
(356.25 318.75), (375 337.5)
