(271.875 9.375), (281.25 18.75)
(262.5 0), (271.875 9.375)
(271.875 0), (281.25 9.375)
(262.5 9.375), (271.875 18.75)
(281.25 9.375), (290.625 18.75)
(262.5 18.75), (281.25 37.5)
(281.25 18.75), (300 37.5)
