(468.75 421.875), (478.125 431.25)
(459.375 412.5), (468.75 421.875)
(459.375 421.875), (468.75 431.25)
(468.75 412.5), (478.125 421.875)
(478.125 421.875), (487.5 431.25)
(468.75 431.25), (487.5 450)
