(150 290.625), (159.375 300)
(140.625 281.25), (150 290.625)
(140.625 290.625), (150 300)
(150 281.25), (159.375 290.625)
(159.375 290.625), (168.75 300)
(150 300), (159.375 309.375)
(159.375 300), (168.75 309.375)
