(534.375 581.25), (543.75 590.625)
(525 562.5), (543.75 581.25)
(525 581.25), (534.375 590.625)
(534.375 590.625), (543.75 600)
(543.75 581.25), (553.125 590.625)
(543.75 590.625), (553.125 600)
