(112.5 262.5), (131.25 281.25)
(75 225), (112.5 262.5)
(112.5 225), (150 262.5)
(75 262.5), (112.5 300)
(131.25 262.5), (150 281.25)
(112.5 281.25), (131.25 300)
(131.25 281.25), (140.625 290.625)
