(346.875 581.25), (356.25 590.625)
(337.5 562.5), (356.25 581.25)
(337.5 581.25), (346.875 590.625)
(346.875 590.625), (356.25 600)
(356.25 581.25), (365.625 590.625)
(356.25 590.625), (365.625 600)
