(18.75 75), (37.5 93.75)
(9.375 65.625), (18.75 75)
(18.75 56.25), (37.5 75)
(9.375 75), (18.75 84.375)
(9.375 84.375), (18.75 93.75)
(18.75 93.75), (37.5 112.5)
(37.5 75), (75 112.5)
